#X,Y,Label
#0 : Furry_Standard (Cœur de la communauté, haute densité)1 : Artistes_Niche (Plus dispersés)2 : Groupe_Isole (Très dense, isolé, comportement marginal)3 : Bruit (Points aléatoires)
5.12,4.89,0
4.78,5.21,0
5.05,5.10,0
4.92,4.95,0
5.30,4.70,0
4.65,5.05,0
5.15,5.30,0
4.88,4.75,0
5.02,5.25,0
4.98,4.82,0
5.40,5.10,0
4.60,4.90,0
5.22,5.15,0
4.75,4.85,0
5.10,5.00,0
4.95,5.40,0
5.35,4.95,0
4.70,5.20,0
5.08,4.60,0
4.82,5.12,0
5.25,4.88,0
4.90,5.35,0
5.18,5.02,0
4.80,4.78,0
5.05,5.45,0
4.95,4.65,0
5.32,5.22,0
4.68,4.98,0
5.12,5.08,0
4.85,5.28,0
5.02,4.72,0
4.98,5.18,0
5.28,4.92,0
4.72,5.32,0
5.10,4.80,0
4.90,5.05,0
5.20,5.40,0
4.78,4.68,0
5.08,5.12,0
4.82,4.95,0
5.45,5.25,0
4.65,4.85,0
5.18,4.98,0
4.88,5.22,0
5.02,5.10,0
4.95,4.75,0
5.30,5.05,0
4.70,4.90,0
5.15,5.25,0
4.85,4.60,0
5.12,5.35,0
4.78,5.02,0
5.05,4.78,0
4.92,5.45,0
5.40,4.65,0
4.60,5.22,0
5.22,4.68,0
4.75,5.12,0
5.10,5.28,0
4.95,4.72,0
5.35,5.18,0
4.70,4.92,0
5.08,5.32,0
4.82,4.80,0
5.25,5.05,0
4.90,5.40,0
5.18,4.68,0
4.80,5.12,0
5.05,4.95,0
4.95,5.25,0
5.32,4.85,0
4.68,5.18,0
5.12,4.88,0
4.85,5.10,0
5.02,4.75,0
4.98,5.30,0
5.28,4.70,0
4.72,5.15,0
5.10,4.85,0
4.90,5.12,0
5.20,5.02,0
4.78,4.78,0
5.08,5.45,0
4.82,4.65,0
5.45,5.32,0
4.65,4.68,0
5.18,5.12,0
4.88,4.85,0
5.02,5.02,0
4.95,4.98,0
5.30,5.28,0
4.70,4.72,0
5.15,5.18,0
4.85,4.92,0
5.12,5.32,0
4.78,4.80,0
5.05,5.05,0
4.92,5.40,0
5.40,4.68,0
4.60,5.12,0
5.22,4.95,0
4.75,5.25,0
5.10,4.85,0
4.95,5.18,0
5.35,4.88,0
4.70,5.10,0
5.08,4.75,0
4.82,5.30,0
5.25,4.70,0
4.90,5.15,0
5.18,4.85,0
4.80,5.12,0
5.05,5.02,0
4.95,4.78,0
5.32,5.45,0
4.68,4.65,0
5.12,5.32,0
4.85,4.68,0
5.02,5.12,0
4.98,4.85,0
5.28,5.02,0
4.72,4.98,0
5.10,5.28,0
4.90,4.72,0
5.20,5.18,0
4.78,4.92,0
5.08,5.32,0
4.82,4.80,0
5.45,5.05,0
4.65,5.40,0
5.18,4.68,0
4.88,5.12,0
5.02,4.95,0
4.95,5.25,0
5.30,4.85,0
4.70,5.18,0
5.15,4.88,0
4.85,5.10,0
5.12,4.75,0
4.78,5.30,0
5.05,4.70,0
4.92,5.15,0
5.40,4.85,0
4.60,5.12,0
5.22,5.02,0
4.75,4.78,0
5.10,5.45,0
4.95,4.65,0
5.35,5.32,0
4.70,4.68,0
5.08,5.12,0
4.82,4.85,0
5.25,5.02,0
4.90,4.98,0
5.18,5.28,0
4.80,4.72,0
5.05,5.18,0
4.95,4.92,0
5.32,5.32,0
4.68,4.80,0
5.12,5.05,0
4.85,5.40,0
5.02,4.68,0
4.98,5.12,0
5.28,4.95,0
4.72,5.25,0
5.10,4.85,0
4.90,5.18,0
5.20,4.88,0
4.78,5.10,0
5.08,4.75,0
4.82,5.30,0
5.45,4.70,0
4.65,5.15,0
5.18,4.85,0
4.88,5.12,0
5.02,5.02,0
4.95,4.78,0
5.30,5.45,0
4.70,4.65,0
5.15,5.32,0
4.85,4.68,0
5.12,5.12,0
4.78,4.85,0
5.05,5.02,0
4.92,4.98,0
5.40,5.28,0
4.60,4.72,0
5.22,5.18,0
4.75,4.92,0
5.10,5.32,0
4.95,4.80,0
5.35,5.05,0
4.70,5.40,0
5.08,4.68,0
4.82,5.12,0
5.25,4.95,0
4.90,5.25,0
5.18,4.85,0
4.80,5.18,0
5.05,4.88,0
4.95,5.10,0
5.32,4.75,0
4.68,5.30,0
5.12,4.70,0
4.85,5.15,0
5.02,4.85,0
4.98,5.12,0
5.28,5.02,0
4.72,4.78,0
5.10,5.45,0
4.90,4.65,0
5.20,5.32,0
4.78,4.68,0
5.08,5.12,0
4.82,4.85,0
5.45,5.02,0
4.65,4.98,0
5.18,5.28,0
4.88,4.72,0
5.02,5.18,0
4.95,4.92,0
5.30,5.32,0
4.70,4.80,0
5.15,5.05,0
4.85,5.40,0
5.12,4.68,0
4.78,5.12,0
5.05,4.95,0
4.92,5.25,0
5.40,4.85,0
4.60,5.18,0
5.22,4.88,0
4.75,5.10,0
5.10,4.75,0
4.95,5.30,0
5.35,4.70,0
4.70,5.15,0
5.08,4.85,0
4.82,5.12,0
5.25,5.02,0
4.90,4.78,0
5.18,5.45,0
4.80,4.65,0
5.05,5.32,0
4.95,4.68,0
5.32,5.12,0
4.68,4.85,0
5.12,5.02,0
4.85,4.98,0
5.02,5.28,0
4.98,4.72,0
5.28,5.18,0
4.72,4.92,0
5.10,5.32,0
4.90,4.80,0
5.20,5.05,0
